Zeit (TT-MM hh:mm),Wärme gesamt (kW),Kälte gesamt (kW),Strom gesamt (kW),Zone 1-Raumwärme (kW),Zone 1-Trinkwarmwasser (kW),Zone 1-Klimatisierung (kW),Zone 1-Prozesskälte (kW),Zone 1-Nutzerstrom (kW),Zone 1-Elektromobilität (kW)
28-02 09:00,450.2,0.0,0.0,439.79998779296875,10.399999618530273,0,0,0,0
28-02 10:00,397.3,0.0,0.0,385.8999938964844,11.399999618530273,0,0,0,0
28-02 11:00,390.2,0.0,0.0,377.70001220703125,12.5,0,0,0,0
28-02 12:00,382.5,0.0,0.0,370.5,12.0,0,0,0,0
28-02 13:00,349.6,0.0,0.0,338.6000061035156,11.0,0,0,0,0
28-02 14:00,310.0,0.0,0.0,302.1000061035156,7.900000095367432,0,0,0,0
28-02 15:00,308.8,0.0,0.0,303.70001220703125,5.099999904632568,0,0,0,0
28-02 16:00,294.2,0.0,0.0,292.6000061035156,1.600000023841858,0,0,0,0
28-02 17:00,220.1,0.0,0.0,219.5,0.6000000238418579,0,0,0,0
28-02 18:00,194.7,0.0,0.0,194.6999969482422,0.0,0,0,0,0
28-02 19:00,189.6,0.0,0.0,189.60000610351562,0.0,0,0,0,0
28-02 20:00,192.7,0.0,0.0,192.6999969482422,0.0,0,0,0,0
28-02 21:00,209.4,0.0,0.0,209.39999389648438,0.0,0,0,0,0
28-02 22:00,216.2,0.0,0.0,216.1999969482422,0.0,0,0,0,0
28-02 23:00,204.4,0.0,0.0,204.39999389648438,0.0,0,0,0,0
01-03 00:00,232.5,0.0,0.0,232.5,0.0,0,0,0,0
01-03 01:00,225.5,0.0,0.0,225.5,0.0,0,0,0,0
01-03 02:00,227.5,0.0,0.0,227.5,0.0,0,0,0,0
01-03 03:00,217.6,0.0,0.0,217.60000610351562,0.0,0,0,0,0
01-03 04:00,225.3,0.0,0.0,225.1999969482422,0.10000000149011612,0,0,0,0
01-03 05:00,267.9,0.0,0.0,267.29998779296875,0.6000000238418579,0,0,0,0
01-03 06:00,326.2,0.0,0.0,324.1000061035156,2.0999999046325684,0,0,0,0
01-03 07:00,414.9,0.0,0.0,410.29998779296875,4.599999904632568,0,0,0,0
01-03 08:00,434.7,0.0,0.0,426.79998779296875,7.900000095367432,0,0,0,0
01-03 09:00,391.3,0.0,0.0,380.79998779296875,10.5,0,0,0,0
01-03 10:00,357.2,0.0,0.0,345.29998779296875,11.899999618530273,0,0,0,0
01-03 11:00,311.8,0.0,0.0,299.79998779296875,12.0,0,0,0,0
01-03 12:00,290.2,0.0,0.0,279.29998779296875,11.0,0,0,0,0
01-03 13:00,307.8,0.0,0.0,296.1000061035156,11.699999809265137,0,0,0,0
01-03 14:00,252.1,0.0,0.0,244.3000030517578,7.800000190734863,0,0,0,0
01-03 15:00,242.3,0.0,0.0,237.10000610351562,5.199999809265137,0,0,0,0
01-03 16:00,192.4,0.0,0.0,190.8000030517578,1.5,0,0,0,0
01-03 17:00,159.1,0.0,0.0,158.5,0.6000000238418579,0,0,0,0
01-03 18:00,132.0,0.0,0.0,132.0,0.0,0,0,0,0
01-03 19:00,148.6,0.0,0.0,148.60000610351562,0.0,0,0,0,0
01-03 20:00,142.9,0.0,0.0,142.89999389648438,0.0,0,0,0,0
01-03 21:00,137.2,0.0,0.0,137.1999969482422,0.0,0,0,0,0
